,Quantity,InvoiceDate,Category
155303,3,2011-05-10 14:09:00,Storage/Laundry bags
155305,1,2011-05-10 14:09:00,Storage/Laundry bags
155306,1,2011-05-10 14:09:00,Storage/Laundry bags
155323,1,2011-05-10 14:09:00,Storage/Laundry bags
155324,1,2011-05-10 14:09:00,Storage/Laundry bags
155331,1,2011-05-10 14:09:00,Storage/Laundry bags
155333,1,2011-05-10 14:09:00,Storage/Laundry bags
155362,1,2011-05-10 14:20:00,Storage/Laundry bags
155366,1,2011-05-10 14:20:00,Storage/Laundry bags
155369,1,2011-05-10 14:20:00,Storage/Laundry bags
155386,1,2011-05-10 14:20:00,Storage/Laundry bags
155406,2,2011-05-10 14:22:00,Storage/Laundry bags
155460,10,2011-05-10 14:57:00,Storage/Laundry bags
155466,1,2011-05-10 14:57:00,Storage/Laundry bags
155468,10,2011-05-10 14:57:00,Storage/Laundry bags
155473,1,2011-05-10 15:03:00,Storage/Laundry bags
155488,5,2011-05-10 15:03:00,Storage/Laundry bags
155498,1,2011-05-10 15:03:00,Storage/Laundry bags
155499,4,2011-05-10 15:03:00,Storage/Laundry bags
155508,1,2011-05-10 15:03:00,Storage/Laundry bags
155517,4,2011-05-10 15:03:00,Storage/Laundry bags
155518,1,2011-05-10 15:03:00,Storage/Laundry bags
155527,2,2011-05-10 15:03:00,Storage/Laundry bags
155556,2,2011-05-10 15:03:00,Storage/Laundry bags
155557,30,2011-05-10 15:03:00,Storage/Laundry bags
155558,97,2011-05-10 15:03:00,Storage/Laundry bags
155562,3,2011-05-10 15:03:00,Storage/Laundry bags
155563,1,2011-05-10 15:03:00,Storage/Laundry bags
155566,20,2011-05-10 15:03:00,Storage/Laundry bags
155575,65,2011-05-10 15:03:00,Storage/Laundry bags
155577,57,2011-05-10 15:03:00,Storage/Laundry bags
155578,37,2011-05-10 15:03:00,Storage/Laundry bags
155580,4,2011-05-10 15:03:00,Storage/Laundry bags
155594,1,2011-05-10 15:04:00,Storage/Laundry bags
155595,6,2011-05-10 15:04:00,Storage/Laundry bags
155601,2,2011-05-10 15:04:00,Storage/Laundry bags
155603,1,2011-05-10 15:04:00,Storage/Laundry bags
155605,2,2011-05-10 15:04:00,Storage/Laundry bags
155632,2,2011-05-10 15:04:00,Storage/Laundry bags
155633,2,2011-05-10 15:04:00,Storage/Laundry bags
155645,3,2011-05-10 15:04:00,Storage/Laundry bags
155646,2,2011-05-10 15:04:00,Storage/Laundry bags
155647,1,2011-05-10 15:04:00,Storage/Laundry bags
155661,2,2011-05-10 15:04:00,Storage/Laundry bags
155669,3,2011-05-10 15:04:00,Storage/Laundry bags
155670,1,2011-05-10 15:04:00,Storage/Laundry bags
155681,2,2011-05-10 15:04:00,Storage/Laundry bags
155692,1,2011-05-10 15:05:00,Storage/Laundry bags
155697,1,2011-05-10 15:05:00,Storage/Laundry bags
155698,4,2011-05-10 15:05:00,Storage/Laundry bags
155700,1,2011-05-10 15:05:00,Storage/Laundry bags
155705,1,2011-05-10 15:05:00,Storage/Laundry bags
155757,2,2011-05-10 15:05:00,Storage/Laundry bags
155758,4,2011-05-10 15:05:00,Storage/Laundry bags
155759,2,2011-05-10 15:05:00,Storage/Laundry bags
155760,1,2011-05-10 15:05:00,Storage/Laundry bags
155783,1,2011-05-10 15:05:00,Storage/Laundry bags
155784,4,2011-05-10 15:05:00,Storage/Laundry bags
155790,1,2011-05-10 15:05:00,Storage/Laundry bags
155796,1,2011-05-10 15:05:00,Storage/Laundry bags
155811,1,2011-05-10 15:05:00,Storage/Laundry bags
155814,1,2011-05-10 15:05:00,Storage/Laundry bags
155816,2,2011-05-10 15:05:00,Storage/Laundry bags
155819,1,2011-05-10 15:05:00,Storage/Laundry bags
155820,1,2011-05-10 15:05:00,Storage/Laundry bags
155827,4,2011-05-10 15:05:00,Storage/Laundry bags
155834,2,2011-05-10 15:05:00,Storage/Laundry bags
155842,6,2011-05-10 15:05:00,Storage/Laundry bags
155848,1,2011-05-10 15:05:00,Storage/Laundry bags
155849,1,2011-05-10 15:05:00,Storage/Laundry bags
155853,2,2011-05-10 15:05:00,Storage/Laundry bags
155864,1,2011-05-10 15:05:00,Storage/Laundry bags
155880,6,2011-05-10 15:06:00,Storage/Laundry bags
155890,2,2011-05-10 15:06:00,Storage/Laundry bags
155891,1,2011-05-10 15:06:00,Storage/Laundry bags
155892,2,2011-05-10 15:06:00,Storage/Laundry bags
155893,5,2011-05-10 15:06:00,Storage/Laundry bags
155895,1,2011-05-10 15:06:00,Storage/Laundry bags
155896,2,2011-05-10 15:06:00,Storage/Laundry bags
155901,2,2011-05-10 15:06:00,Storage/Laundry bags
155909,1,2011-05-10 15:06:00,Storage/Laundry bags
155915,3,2011-05-10 15:06:00,Storage/Laundry bags
155925,1,2011-05-10 15:06:00,Storage/Laundry bags
155936,1,2011-05-10 15:06:00,Storage/Laundry bags
155937,1,2011-05-10 15:06:00,Storage/Laundry bags
155938,6,2011-05-10 15:06:00,Storage/Laundry bags
155939,1,2011-05-10 15:06:00,Storage/Laundry bags
155948,1,2011-05-10 15:06:00,Storage/Laundry bags
155958,2,2011-05-10 15:06:00,Storage/Laundry bags
155967,2,2011-05-10 15:06:00,Storage/Laundry bags
155968,4,2011-05-10 15:06:00,Storage/Laundry bags
155974,2,2011-05-10 15:06:00,Storage/Laundry bags
155975,1,2011-05-10 15:06:00,Storage/Laundry bags
155979,1,2011-05-10 15:06:00,Storage/Laundry bags
155984,1,2011-05-10 15:06:00,Storage/Laundry bags
155987,1,2011-05-10 15:07:00,Storage/Laundry bags
156010,2,2011-05-10 15:07:00,Storage/Laundry bags
156011,2,2011-05-10 15:07:00,Storage/Laundry bags
156012,1,2011-05-10 15:07:00,Storage/Laundry bags
156013,1,2011-05-10 15:07:00,Storage/Laundry bags
156016,1,2011-05-10 15:07:00,Storage/Laundry bags
156025,1,2011-05-10 15:07:00,Storage/Laundry bags
156026,1,2011-05-10 15:07:00,Storage/Laundry bags
156029,4,2011-05-10 15:07:00,Storage/Laundry bags
156036,5,2011-05-10 15:07:00,Storage/Laundry bags
156037,4,2011-05-10 15:07:00,Storage/Laundry bags
156038,1,2011-05-10 15:07:00,Storage/Laundry bags
156057,8,2011-05-10 15:07:00,Storage/Laundry bags
156058,2,2011-05-10 15:07:00,Storage/Laundry bags
156081,5,2011-05-10 15:07:00,Storage/Laundry bags
156082,3,2011-05-10 15:07:00,Storage/Laundry bags
156083,5,2011-05-10 15:07:00,Storage/Laundry bags
156084,1,2011-05-10 15:07:00,Storage/Laundry bags
156099,1,2011-05-10 15:07:00,Storage/Laundry bags
156109,2,2011-05-10 15:07:00,Storage/Laundry bags
156110,2,2011-05-10 15:07:00,Storage/Laundry bags
156111,1,2011-05-10 15:07:00,Storage/Laundry bags
156124,3,2011-05-10 15:07:00,Storage/Laundry bags
156125,2,2011-05-10 15:07:00,Storage/Laundry bags
156133,4,2011-05-10 15:07:00,Storage/Laundry bags
156134,1,2011-05-10 15:07:00,Storage/Laundry bags
156135,1,2011-05-10 15:07:00,Storage/Laundry bags
156136,1,2011-05-10 15:07:00,Storage/Laundry bags
156143,1,2011-05-10 15:07:00,Storage/Laundry bags
156150,1,2011-05-10 15:07:00,Storage/Laundry bags
156151,1,2011-05-10 15:07:00,Storage/Laundry bags
156161,3,2011-05-10 15:07:00,Storage/Laundry bags
156164,3,2011-05-10 15:07:00,Storage/Laundry bags
156165,2,2011-05-10 15:07:00,Storage/Laundry bags
156171,1,2011-05-10 15:07:00,Storage/Laundry bags
156179,1,2011-05-10 15:07:00,Storage/Laundry bags
156180,1,2011-05-10 15:07:00,Storage/Laundry bags
156198,2,2011-05-10 15:07:00,Storage/Laundry bags
156201,2,2011-05-10 15:07:00,Storage/Laundry bags
156204,3,2011-05-10 15:08:00,Storage/Laundry bags
156206,8,2011-05-10 15:08:00,Storage/Laundry bags
156215,3,2011-05-10 15:08:00,Storage/Laundry bags
156217,1,2011-05-10 15:08:00,Storage/Laundry bags
156237,2,2011-05-10 15:08:00,Storage/Laundry bags
156243,2,2011-05-10 15:08:00,Storage/Laundry bags
156263,3,2011-05-10 15:08:00,Storage/Laundry bags
156265,9,2011-05-10 15:08:00,Storage/Laundry bags
156269,1,2011-05-10 15:08:00,Storage/Laundry bags
156271,4,2011-05-10 15:08:00,Storage/Laundry bags
156278,3,2011-05-10 15:08:00,Storage/Laundry bags
156285,1,2011-05-10 15:09:00,Storage/Laundry bags
156296,5,2011-05-10 15:09:00,Storage/Laundry bags
156297,1,2011-05-10 15:09:00,Storage/Laundry bags
156298,1,2011-05-10 15:09:00,Storage/Laundry bags
156299,3,2011-05-10 15:09:00,Storage/Laundry bags
156300,7,2011-05-10 15:09:00,Storage/Laundry bags
156303,1,2011-05-10 15:09:00,Storage/Laundry bags
156305,1,2011-05-10 15:09:00,Storage/Laundry bags
156306,1,2011-05-10 15:09:00,Storage/Laundry bags
156307,1,2011-05-10 15:09:00,Storage/Laundry bags
156308,6,2011-05-10 15:09:00,Storage/Laundry bags
156310,8,2011-05-10 15:09:00,Storage/Laundry bags
156312,1,2011-05-10 15:09:00,Storage/Laundry bags
156341,1,2011-05-10 15:09:00,Storage/Laundry bags
156342,1,2011-05-10 15:09:00,Storage/Laundry bags
156349,3,2011-05-10 15:09:00,Storage/Laundry bags
156355,1,2011-05-10 15:09:00,Storage/Laundry bags
156356,2,2011-05-10 15:09:00,Storage/Laundry bags
156358,2,2011-05-10 15:09:00,Storage/Laundry bags
156369,4,2011-05-10 15:09:00,Storage/Laundry bags
156370,1,2011-05-10 15:09:00,Storage/Laundry bags
156371,2,2011-05-10 15:09:00,Storage/Laundry bags
156372,4,2011-05-10 15:09:00,Storage/Laundry bags
156390,2,2011-05-10 15:09:00,Storage/Laundry bags
156401,1,2011-05-10 15:09:00,Storage/Laundry bags
156403,7,2011-05-10 15:09:00,Storage/Laundry bags
156404,1,2011-05-10 15:09:00,Storage/Laundry bags
156405,1,2011-05-10 15:09:00,Storage/Laundry bags
156426,6,2011-05-10 15:19:00,Storage/Laundry bags
156427,10,2011-05-10 15:19:00,Storage/Laundry bags
156434,12,2011-05-10 15:19:00,Storage/Laundry bags
156444,4,2011-05-10 15:25:00,Storage/Laundry bags
156462,6,2011-05-10 15:25:00,Storage/Laundry bags
156515,12,2011-05-10 15:31:00,Storage/Laundry bags
156516,12,2011-05-10 15:31:00,Storage/Laundry bags
156517,12,2011-05-10 15:31:00,Storage/Laundry bags
156546,1,2011-05-10 16:00:00,Storage/Laundry bags
156553,2,2011-05-10 16:00:00,Storage/Laundry bags
156557,1,2011-05-10 16:00:00,Storage/Laundry bags
156568,1,2011-05-10 16:00:00,Storage/Laundry bags
156569,4,2011-05-10 16:00:00,Storage/Laundry bags
156592,4,2011-05-10 16:00:00,Storage/Laundry bags
156632,2,2011-05-10 16:00:00,Storage/Laundry bags
156635,1,2011-05-10 16:00:00,Storage/Laundry bags
156644,1,2011-05-10 16:00:00,Storage/Laundry bags
156664,4,2011-05-10 16:00:00,Storage/Laundry bags
156670,1,2011-05-10 16:00:00,Storage/Laundry bags
156674,1,2011-05-10 16:00:00,Storage/Laundry bags
156717,100,2011-05-11 07:35:00,Storage/Laundry bags
156734,100,2011-05-11 07:35:00,Storage/Laundry bags
156757,10,2011-05-11 08:32:00,Storage/Laundry bags
156795,10,2011-05-11 09:28:00,Storage/Laundry bags
156817,10,2011-05-11 09:55:00,Storage/Laundry bags
156818,10,2011-05-11 09:55:00,Storage/Laundry bags
156874,10,2011-05-11 10:30:00,Storage/Laundry bags
156875,10,2011-05-11 10:30:00,Storage/Laundry bags
156879,4,2011-05-11 10:31:00,Storage/Laundry bags
156882,5,2011-05-11 10:31:00,Storage/Laundry bags
156919,10,2011-05-11 10:32:00,Storage/Laundry bags
156983,100,2011-05-11 10:47:00,Storage/Laundry bags
157001,100,2011-05-11 10:49:00,Storage/Laundry bags
157005,100,2011-05-11 10:49:00,Storage/Laundry bags
157015,100,2011-05-11 10:49:00,Storage/Laundry bags
157022,12,2011-05-11 11:34:00,Storage/Laundry bags
157049,1,2011-05-11 11:47:00,Storage/Laundry bags
157050,1,2011-05-11 11:47:00,Storage/Laundry bags
157096,6,2011-05-11 12:13:00,Storage/Laundry bags
157165,2,2011-05-11 12:32:00,Storage/Laundry bags
157166,2,2011-05-11 12:32:00,Storage/Laundry bags
157167,1,2011-05-11 12:32:00,Storage/Laundry bags
157197,100,2011-05-11 12:43:00,Storage/Laundry bags
157201,100,2011-05-11 12:43:00,Storage/Laundry bags
157212,100,2011-05-11 12:43:00,Storage/Laundry bags
157254,10,2011-05-11 12:47:00,Storage/Laundry bags
157260,10,2011-05-11 12:47:00,Storage/Laundry bags
157268,10,2011-05-11 12:47:00,Storage/Laundry bags
157269,10,2011-05-11 12:47:00,Storage/Laundry bags
157280,1,2011-05-11 12:47:00,Storage/Laundry bags
157390,4,2011-05-11 12:58:00,Storage/Laundry bags
157396,2,2011-05-11 12:58:00,Storage/Laundry bags
157398,1,2011-05-11 12:58:00,Storage/Laundry bags
157399,3,2011-05-11 12:58:00,Storage/Laundry bags
157400,3,2011-05-11 12:58:00,Storage/Laundry bags
157401,2,2011-05-11 12:58:00,Storage/Laundry bags
157431,5,2011-05-11 12:59:00,Storage/Laundry bags
157432,5,2011-05-11 12:59:00,Storage/Laundry bags
157433,4,2011-05-11 12:59:00,Storage/Laundry bags
157453,10,2011-05-11 12:59:00,Storage/Laundry bags
157454,10,2011-05-11 12:59:00,Storage/Laundry bags
157463,10,2011-05-11 12:59:00,Storage/Laundry bags
157465,1,2011-05-11 13:06:00,Storage/Laundry bags
157479,2,2011-05-11 13:16:00,Storage/Laundry bags
157480,2,2011-05-11 13:16:00,Storage/Laundry bags
157506,1,2011-05-11 13:16:00,Storage/Laundry bags
157508,2,2011-05-11 13:16:00,Storage/Laundry bags
157525,1,2011-05-11 13:16:00,Storage/Laundry bags
157526,1,2011-05-11 13:16:00,Storage/Laundry bags
157534,1,2011-05-11 13:16:00,Storage/Laundry bags
157543,10,2011-05-11 13:18:00,Storage/Laundry bags
157544,10,2011-05-11 13:18:00,Storage/Laundry bags
157547,10,2011-05-11 13:18:00,Storage/Laundry bags
157568,10,2011-05-11 13:18:00,Storage/Laundry bags
157569,10,2011-05-11 13:18:00,Storage/Laundry bags
157631,10,2011-05-11 13:20:00,Storage/Laundry bags
157659,10,2011-05-11 13:23:00,Storage/Laundry bags
157669,1,2011-05-11 13:42:00,Storage/Laundry bags
157693,20,2011-05-11 13:49:00,Storage/Laundry bags
157695,20,2011-05-11 13:49:00,Storage/Laundry bags
157697,20,2011-05-11 13:49:00,Storage/Laundry bags
157706,4,2011-05-11 14:12:00,Storage/Laundry bags
157746,10,2011-05-11 14:24:00,Storage/Laundry bags
157760,10,2011-05-11 14:25:00,Storage/Laundry bags
157761,10,2011-05-11 14:25:00,Storage/Laundry bags
157822,12,2011-05-11 14:37:00,Storage/Laundry bags
157850,1,2011-05-11 14:37:00,Storage/Laundry bags
157906,1,2011-05-11 15:08:00,Storage/Laundry bags
157928,1,2011-05-11 15:08:00,Storage/Laundry bags
157929,1,2011-05-11 15:08:00,Storage/Laundry bags
157936,1,2011-05-11 15:08:00,Storage/Laundry bags
157938,2,2011-05-11 15:08:00,Storage/Laundry bags
157939,2,2011-05-11 15:08:00,Storage/Laundry bags
157961,1,2011-05-11 15:13:00,Storage/Laundry bags
157962,3,2011-05-11 15:13:00,Storage/Laundry bags
157965,10,2011-05-11 15:16:00,Storage/Laundry bags
157966,10,2011-05-11 15:16:00,Storage/Laundry bags
157967,10,2011-05-11 15:16:00,Storage/Laundry bags
158002,1,2011-05-11 15:34:00,Storage/Laundry bags
158043,1,2011-05-11 15:34:00,Storage/Laundry bags
158044,1,2011-05-11 15:34:00,Storage/Laundry bags
158052,1,2011-05-11 15:34:00,Storage/Laundry bags
158062,2,2011-05-11 15:34:00,Storage/Laundry bags
158064,1,2011-05-11 15:34:00,Storage/Laundry bags
158082,1,2011-05-11 15:34:00,Storage/Laundry bags
158087,2,2011-05-11 15:34:00,Storage/Laundry bags
158088,1,2011-05-11 15:34:00,Storage/Laundry bags
158089,1,2011-05-11 15:34:00,Storage/Laundry bags
158115,1,2011-05-11 15:34:00,Storage/Laundry bags
158117,1,2011-05-11 15:34:00,Storage/Laundry bags
158118,1,2011-05-11 15:34:00,Storage/Laundry bags
158120,1,2011-05-11 15:34:00,Storage/Laundry bags
158135,1,2011-05-11 15:34:00,Storage/Laundry bags
158136,4,2011-05-11 15:34:00,Storage/Laundry bags
158144,5,2011-05-11 16:10:00,Storage/Laundry bags
158145,5,2011-05-11 16:10:00,Storage/Laundry bags
158156,3,2011-05-11 16:28:00,Storage/Laundry bags
158158,1,2011-05-11 16:28:00,Storage/Laundry bags
158169,10,2011-05-11 17:13:00,Storage/Laundry bags
158186,10,2011-05-11 17:13:00,Storage/Laundry bags
158189,10,2011-05-11 17:13:00,Storage/Laundry bags
158190,10,2011-05-11 17:13:00,Storage/Laundry bags
158213,10,2011-05-11 17:13:00,Storage/Laundry bags
158269,12,2011-05-12 08:41:00,Storage/Laundry bags
158289,10,2011-05-12 08:42:00,Storage/Laundry bags
158297,10,2011-05-12 08:52:00,Storage/Laundry bags
158298,6,2011-05-12 08:52:00,Storage/Laundry bags
158314,10,2011-05-12 09:11:00,Storage/Laundry bags
158324,10,2011-05-12 09:40:00,Storage/Laundry bags
158326,10,2011-05-12 09:40:00,Storage/Laundry bags
158327,10,2011-05-12 09:40:00,Storage/Laundry bags
158354,10,2011-05-12 09:41:00,Storage/Laundry bags
158355,10,2011-05-12 09:41:00,Storage/Laundry bags
158356,20,2011-05-12 09:41:00,Storage/Laundry bags
158358,10,2011-05-12 09:49:00,Storage/Laundry bags
158362,10,2011-05-12 09:49:00,Storage/Laundry bags
158372,10,2011-05-12 09:49:00,Storage/Laundry bags
158381,20,2011-05-12 09:54:00,Storage/Laundry bags
158385,10,2011-05-12 09:54:00,Storage/Laundry bags
158466,100,2011-05-12 10:10:00,Storage/Laundry bags
158467,100,2011-05-12 10:10:00,Storage/Laundry bags
158468,100,2011-05-12 10:10:00,Storage/Laundry bags
158481,100,2011-05-12 10:13:00,Storage/Laundry bags
158505,100,2011-05-12 10:13:00,Storage/Laundry bags
158507,100,2011-05-12 10:13:00,Storage/Laundry bags
158517,200,2011-05-12 10:13:00,Storage/Laundry bags
158528,100,2011-05-12 10:13:00,Storage/Laundry bags
158531,100,2011-05-12 10:13:00,Storage/Laundry bags
158537,100,2011-05-12 10:13:00,Storage/Laundry bags
158543,100,2011-05-12 10:13:00,Storage/Laundry bags
158548,100,2011-05-12 10:13:00,Storage/Laundry bags
158551,100,2011-05-12 10:13:00,Storage/Laundry bags
158554,100,2011-05-12 10:13:00,Storage/Laundry bags
158592,12,2011-05-12 10:18:00,Storage/Laundry bags
158618,1,2011-05-12 10:48:00,Storage/Laundry bags
158637,1,2011-05-12 10:53:00,Storage/Laundry bags
158645,1,2011-05-12 10:53:00,Storage/Laundry bags
158646,2,2011-05-12 10:53:00,Storage/Laundry bags
158690,5,2011-05-12 11:10:00,Storage/Laundry bags
158721,6,2011-05-12 11:59:00,Storage/Laundry bags
158840,6,2011-05-12 12:10:00,Storage/Laundry bags
158851,5,2011-05-12 12:11:00,Storage/Laundry bags
158854,10,2011-05-12 12:11:00,Storage/Laundry bags
158858,5,2011-05-12 12:11:00,Storage/Laundry bags
158860,40,2011-05-12 12:11:00,Storage/Laundry bags
158861,50,2011-05-12 12:11:00,Storage/Laundry bags
158862,50,2011-05-12 12:11:00,Storage/Laundry bags
158864,100,2011-05-12 12:11:00,Storage/Laundry bags
158886,10,2011-05-12 12:34:00,Storage/Laundry bags
158936,100,2011-05-12 12:53:00,Storage/Laundry bags
158940,1,2011-05-12 12:53:00,Storage/Laundry bags
158941,1,2011-05-12 12:53:00,Storage/Laundry bags
158942,1,2011-05-12 12:53:00,Storage/Laundry bags
159020,10,2011-05-12 13:10:00,Storage/Laundry bags
159021,10,2011-05-12 13:10:00,Storage/Laundry bags
159081,12,2011-05-12 13:43:00,Storage/Laundry bags
159089,20,2011-05-12 13:53:00,Storage/Laundry bags
159109,10,2011-05-12 13:58:00,Storage/Laundry bags
159110,10,2011-05-12 13:58:00,Storage/Laundry bags
159111,10,2011-05-12 13:58:00,Storage/Laundry bags
159112,10,2011-05-12 13:58:00,Storage/Laundry bags
159118,10,2011-05-12 13:58:00,Storage/Laundry bags
159157,100,2011-05-12 14:46:00,Storage/Laundry bags
159158,100,2011-05-12 14:46:00,Storage/Laundry bags
159159,100,2011-05-12 14:46:00,Storage/Laundry bags
159165,100,2011-05-12 14:46:00,Storage/Laundry bags
159166,50,2011-05-12 14:46:00,Storage/Laundry bags
159181,50,2011-05-12 14:46:00,Storage/Laundry bags
159183,100,2011-05-12 14:46:00,Storage/Laundry bags
159192,48,2011-05-12 14:46:00,Storage/Laundry bags
159193,48,2011-05-12 14:46:00,Storage/Laundry bags
159196,50,2011-05-12 14:46:00,Storage/Laundry bags
159223,10,2011-05-12 15:17:00,Storage/Laundry bags
159225,10,2011-05-12 15:17:00,Storage/Laundry bags
159229,6,2011-05-12 15:17:00,Storage/Laundry bags
159240,10,2011-05-12 15:21:00,Storage/Laundry bags
159246,6,2011-05-12 15:23:00,Storage/Laundry bags
159330,1,2011-05-12 16:29:00,Storage/Laundry bags
159361,2,2011-05-12 16:29:00,Storage/Laundry bags
159381,8,2011-05-12 16:45:00,Storage/Laundry bags
159449,2,2011-05-12 16:52:00,Storage/Laundry bags
159467,1,2011-05-12 16:52:00,Storage/Laundry bags
159470,10,2011-05-12 16:52:00,Storage/Laundry bags
159471,10,2011-05-12 16:52:00,Storage/Laundry bags
159486,10,2011-05-12 17:03:00,Storage/Laundry bags
159487,10,2011-05-12 17:03:00,Storage/Laundry bags
159488,6,2011-05-12 17:03:00,Storage/Laundry bags
159489,4,2011-05-12 17:03:00,Storage/Laundry bags
159490,4,2011-05-12 17:03:00,Storage/Laundry bags
159491,10,2011-05-12 17:03:00,Storage/Laundry bags
159527,1,2011-05-12 18:19:00,Storage/Laundry bags
159543,1,2011-05-12 18:19:00,Storage/Laundry bags
159544,1,2011-05-12 18:19:00,Storage/Laundry bags
159545,2,2011-05-12 18:19:00,Storage/Laundry bags
159555,1,2011-05-12 18:19:00,Storage/Laundry bags
159607,1,2011-05-12 18:19:00,Storage/Laundry bags
159608,1,2011-05-12 18:19:00,Storage/Laundry bags
159626,1,2011-05-12 18:19:00,Storage/Laundry bags
159630,1,2011-05-12 18:19:00,Storage/Laundry bags
159633,1,2011-05-12 18:19:00,Storage/Laundry bags
159646,3,2011-05-12 18:19:00,Storage/Laundry bags
159647,2,2011-05-12 18:19:00,Storage/Laundry bags
159685,4,2011-05-12 18:49:00,Storage/Laundry bags
159698,2,2011-05-12 18:49:00,Storage/Laundry bags
159699,2,2011-05-12 18:49:00,Storage/Laundry bags
159700,4,2011-05-12 18:49:00,Storage/Laundry bags
159701,4,2011-05-12 18:49:00,Storage/Laundry bags
159738,1,2011-05-12 18:55:00,Storage/Laundry bags
159750,2,2011-05-12 18:58:00,Storage/Laundry bags
159788,10,2011-05-12 19:01:00,Storage/Laundry bags
159791,10,2011-05-12 19:01:00,Storage/Laundry bags
159794,10,2011-05-12 19:01:00,Storage/Laundry bags
159796,10,2011-05-12 19:01:00,Storage/Laundry bags
159799,3,2011-05-12 19:01:00,Storage/Laundry bags
159800,2,2011-05-12 19:01:00,Storage/Laundry bags
159816,5,2011-05-12 19:01:00,Storage/Laundry bags
159818,3,2011-05-12 19:01:00,Storage/Laundry bags
159820,5,2011-05-12 19:01:00,Storage/Laundry bags
159863,1,2011-05-12 20:13:00,Storage/Laundry bags
160007,20,2011-05-13 08:58:00,Storage/Laundry bags
160039,10,2011-05-13 09:24:00,Storage/Laundry bags
160040,10,2011-05-13 09:24:00,Storage/Laundry bags
160042,10,2011-05-13 09:24:00,Storage/Laundry bags
160047,50,2011-05-13 09:33:00,Storage/Laundry bags
160050,19,2011-05-13 09:33:00,Storage/Laundry bags
160054,40,2011-05-13 09:33:00,Storage/Laundry bags
160058,10,2011-05-13 09:37:00,Storage/Laundry bags
160062,10,2011-05-13 09:37:00,Storage/Laundry bags
160065,10,2011-05-13 09:37:00,Storage/Laundry bags
160066,10,2011-05-13 09:37:00,Storage/Laundry bags
160067,10,2011-05-13 09:37:00,Storage/Laundry bags
160068,10,2011-05-13 09:37:00,Storage/Laundry bags
160107,5,2011-05-13 10:09:00,Storage/Laundry bags
160115,10,2011-05-13 10:09:00,Storage/Laundry bags
160123,10,2011-05-13 10:11:00,Storage/Laundry bags
160146,10,2011-05-13 10:20:00,Storage/Laundry bags
160157,1,2011-05-13 10:22:00,Storage/Laundry bags
160191,10,2011-05-13 10:41:00,Storage/Laundry bags
160193,5,2011-05-13 10:41:00,Storage/Laundry bags
160194,35,2011-05-13 10:41:00,Storage/Laundry bags
160198,10,2011-05-13 10:41:00,Storage/Laundry bags
160200,10,2011-05-13 10:41:00,Storage/Laundry bags
160201,10,2011-05-13 10:41:00,Storage/Laundry bags
160202,10,2011-05-13 10:41:00,Storage/Laundry bags
160250,1,2011-05-13 11:12:00,Storage/Laundry bags
160251,2,2011-05-13 11:12:00,Storage/Laundry bags
160252,4,2011-05-13 11:12:00,Storage/Laundry bags
160254,8,2011-05-13 11:12:00,Storage/Laundry bags
160277,1,2011-05-13 11:12:00,Storage/Laundry bags
160283,2,2011-05-13 11:12:00,Storage/Laundry bags
160284,1,2011-05-13 11:12:00,Storage/Laundry bags
160286,50,2011-05-13 11:25:00,Storage/Laundry bags
160308,10,2011-05-13 11:39:00,Storage/Laundry bags
160309,10,2011-05-13 11:39:00,Storage/Laundry bags
160361,4,2011-05-13 11:45:00,Storage/Laundry bags
160362,4,2011-05-13 11:45:00,Storage/Laundry bags
160394,1,2011-05-13 11:45:00,Storage/Laundry bags
160396,1,2011-05-13 11:45:00,Storage/Laundry bags
160403,1,2011-05-13 11:45:00,Storage/Laundry bags
160444,100,2011-05-13 11:53:00,Storage/Laundry bags
160463,100,2011-05-13 11:54:00,Storage/Laundry bags
160466,100,2011-05-13 11:54:00,Storage/Laundry bags
160468,50,2011-05-13 11:56:00,Storage/Laundry bags
160482,5,2011-05-13 12:12:00,Storage/Laundry bags
160483,5,2011-05-13 12:12:00,Storage/Laundry bags
160486,10,2011-05-13 12:12:00,Storage/Laundry bags
160489,10,2011-05-13 12:12:00,Storage/Laundry bags
160502,10,2011-05-13 12:13:00,Storage/Laundry bags
160506,10,2011-05-13 12:13:00,Storage/Laundry bags
160514,10,2011-05-13 12:13:00,Storage/Laundry bags
160522,10,2011-05-13 12:13:00,Storage/Laundry bags
160533,4,2011-05-13 12:34:00,Storage/Laundry bags
160544,5,2011-05-13 12:34:00,Storage/Laundry bags
160551,2,2011-05-13 12:34:00,Storage/Laundry bags
160583,10,2011-05-13 12:50:00,Storage/Laundry bags
160585,10,2011-05-13 12:50:00,Storage/Laundry bags
160590,10,2011-05-13 12:50:00,Storage/Laundry bags
160593,10,2011-05-13 12:50:00,Storage/Laundry bags
160600,10,2011-05-13 12:50:00,Storage/Laundry bags
160601,10,2011-05-13 12:50:00,Storage/Laundry bags
160603,4,2011-05-13 12:53:00,Storage/Laundry bags
160622,2,2011-05-13 13:01:00,Storage/Laundry bags
160627,1,2011-05-13 13:01:00,Storage/Laundry bags
160661,2,2011-05-13 13:05:00,Storage/Laundry bags
160663,2,2011-05-13 13:05:00,Storage/Laundry bags
160664,2,2011-05-13 13:05:00,Storage/Laundry bags
160665,2,2011-05-13 13:05:00,Storage/Laundry bags
160666,2,2011-05-13 13:05:00,Storage/Laundry bags
160680,100,2011-05-13 13:29:00,Storage/Laundry bags
